pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed
393,3,2,2,Volunteers,x1a0,2013-01-17T09:05:45Z,10,9,5
390,1,0,0,Volunteers,x1a0,2013-01-15T12:30:30Z,1,1,1
388,3,4,0,Volunteers,tombell,2013-01-11T23:42:20Z,47,43,10
387,6,0,0,Volunteers,tombell,2013-01-11T21:47:29Z,110,4,11
385,31,3,0,Volunteers,tombell,2013-01-11T20:06:24Z,115,356,32
383,1,0,0,Volunteers,aroben,2013-01-09T22:53:47Z,1,1,1
381,1,0,0,Volunteers,numbcoder,2013-01-09T23:19:51Z,7,3,3
380,1,2,0,Volunteers,strugee,2012-12-27T06:55:27Z,1,1,1
376,1,1,0,Volunteers,kavu,2013-01-09T23:26:34Z,1,1,1
370,1,1,0,Volunteers,danehammer,2013-01-10T21:36:56Z,2,2,1
361,1,1,0,Volunteers,voidlily,2012-10-27T04:26:08Z,3,3,1
355,1,3,0,Volunteers,cjbottaro,2013-01-10T22:55:35Z,12,0,1
344,8,22,4,Volunteers,OleMchls,2013-02-16T17:15:47Z,144,22,12
341,1,3,0,Volunteers,marsam,2012-09-08T20:27:32Z,1,1,1
336,1,1,0,Volunteers,elmoeleven,2012-08-23T05:46:28Z,2,2,1
335,1,0,0,Volunteers,Seldaek,2012-09-08T19:25:32Z,4,2,1
334,2,1,0,Employees,keithduncan,2013-01-10T22:41:15Z,11,12,3
330,1,0,0,Volunteers,ferlores,2012-08-03T17:53:31Z,5,0,1
328,1,1,0,Volunteers,sopel,2012-08-02T20:11:26Z,12,0,1
327,1,1,0,Volunteers,futuraprime,2012-07-31T05:31:24Z,4,1,1
322,1,1,0,Volunteers,ferlores,2012-07-27T12:19:20Z,1,1,1
317,1,0,0,Volunteers,ferlores,2012-07-14T21:55:32Z,1,1,1
313,2,1,0,Volunteers,tombell,2012-07-17T17:20:37Z,56,5,3
310,1,0,0,Volunteers,ejfinneran,2012-07-04T01:35:50Z,10,5,2
309,1,3,0,Volunteers,elliotttf,2012-06-26T00:42:31Z,1,1,1
304,1,0,0,Volunteers,travisjeffery,2012-06-07T20:26:07Z,1,1,1
302,1,0,3,Volunteers,travisjeffery,2012-06-07T20:11:01Z,9,4,2
299,1,0,0,Employees,technicalpickles,2012-05-31T02:52:50Z,1,1,1
298,1,3,0,Employees,technicalpickles,2012-05-31T02:53:17Z,1,1,1
296,1,0,0,Volunteers,tombell,2012-05-30T17:48:05Z,3,3,1
294,8,0,0,Volunteers,tombell,2012-05-26T21:24:07Z,421,396,33
291,1,0,0,Employees,technicalpickles,2012-05-17T00:40:43Z,1,1,1
290,1,3,0,Employees,technicalpickles,2012-05-23T19:55:34Z,8,8,2
285,1,0,0,Employees,technicalpickles,2012-05-13T21:31:51Z,20,26,10
283,4,0,0,Volunteers,elliotttf,2012-05-10T18:23:22Z,6,1,2
282,2,1,0,Volunteers,elliotttf,2012-05-10T16:19:08Z,6,1,2
278,1,0,0,Volunteers,jimeh,2012-04-20T08:28:17Z,4,4,2
276,1,3,0,Volunteers,iangreenleaf,2012-04-17T19:09:51Z,1,1,1
274,1,0,0,Volunteers,jimeh,2012-04-15T11:39:18Z,1,1,1
273,3,0,0,Volunteers,jimeh,2012-04-15T11:39:00Z,6,6,3
272,1,0,0,Volunteers,jimeh,2012-04-14T21:34:01Z,1,1,1
270,4,1,3,Volunteers,tombell,2012-04-14T01:43:51Z,21,20,6
261,1,0,0,Employees,jonmagic,2012-03-24T22:45:47Z,1,1,1
257,2,0,0,Volunteers,christierney,2012-03-20T23:48:36Z,4,4,2
253,1,0,0,Volunteers,kylev,2012-03-05T23:01:39Z,1,1,1
247,1,0,0,Volunteers,franc,2012-02-20T20:27:34Z,4,2,1
243,1,0,0,Employees,sbryant,2012-02-13T04:53:35Z,0,4,1
242,1,0,0,Volunteers,thomaschaaf,2012-02-12T21:59:40Z,1,0,1
241,1,0,0,Volunteers,jonklo,2012-02-10T19:06:18Z,1,1,1
237,2,4,0,Volunteers,tombell,2012-02-10T19:06:33Z,18,10,2
229,2,0,0,Volunteers,ejfinneran,2012-01-28T00:35:55Z,21,13,5
228,1,0,0,Volunteers,titanous,2012-01-25T16:52:09Z,39,7,4
224,1,0,0,Employees,kevinsawicki,2012-01-10T01:25:59Z,1,0,1
220,5,25,0,Employees,sbryant,2012-02-12T15:52:27Z,32,24,7
219,17,1,0,Volunteers,atmos,2012-01-12T14:58:12Z,199,61,23
218,3,4,0,Volunteers,atmos,2011-12-24T05:13:36Z,37,10,4
217,1,0,0,Volunteers,schisamo,2011-12-22T22:27:36Z,3,3,1
211,1,0,0,Volunteers,smgt,2011-12-15T19:53:38Z,3,2,1
210,2,11,0,Volunteers,sapegin,2011-12-15T20:47:22Z,11,8,2
208,1,4,0,Volunteers,ejfinneran,2011-12-14T17:41:07Z,20,3,3
206,1,0,0,Volunteers,markstory,2011-12-08T19:19:16Z,1,1,1
204,2,0,0,Volunteers,horaceko,2011-12-07T08:14:49Z,18,5,2
199,1,0,0,Volunteers,DavidWittman,2011-12-01T08:36:33Z,2,2,1
198,1,3,0,Volunteers,trumbitta,2011-11-30T16:36:29Z,4,1,1
195,1,0,0,Volunteers,alexwhitman,2011-11-27T15:08:55Z,5,0,2
192,2,0,0,Volunteers,tombell,2011-11-24T16:15:16Z,47,36,2
191,1,0,0,Volunteers,ejfinneran,2011-11-24T02:04:51Z,15,0,2
190,5,0,0,Volunteers,iangreenleaf,2011-11-24T02:04:26Z,30,7,6
188,1,1,0,Volunteers,tombell,2011-11-22T22:47:16Z,26,18,4
184,1,0,0,Volunteers,igorgue,2011-11-20T20:58:46Z,1,1,1
183,1,0,0,Volunteers,occ,2011-11-17T03:42:32Z,1,1,1
182,1,0,0,Volunteers,ivey,2011-11-17T02:41:55Z,3,0,1
179,1,0,0,Volunteers,pescuma,2011-11-16T20:30:17Z,13,16,1
178,1,0,0,Volunteers,russelldavis,2011-11-16T08:42:38Z,1,1,1
177,1,0,0,Volunteers,berg,2011-11-14T01:15:49Z,2,4,1
176,1,3,0,Volunteers,malditogeek,2011-11-13T20:31:44Z,4,0,1
175,5,0,0,Volunteers,madzak,2011-11-13T19:38:42Z,1098,621,80
174,7,9,0,Volunteers,tombell,2011-11-17T03:59:52Z,82,35,19
173,1,1,0,Volunteers,cldwalker,2011-11-12T11:53:02Z,6,2,1
170,1,0,0,Volunteers,tacoe,2011-11-10T14:13:52Z,1,1,1
168,1,1,0,Volunteers,pescuma,2011-11-09T19:09:28Z,73,26,1
167,1,0,0,Volunteers,mrtazz,2011-11-09T16:27:53Z,3,3,1
165,1,0,0,Volunteers,arttu,2011-11-09T11:15:39Z,1,0,1
164,1,0,0,Volunteers,agrieser,2011-11-09T11:16:06Z,1,1,1
162,4,6,3,Volunteers,andresilva,2011-11-13T20:47:14Z,41,22,6
158,2,0,0,Volunteers,markstory,2011-11-08T16:35:06Z,4,4,2
154,1,0,0,Volunteers,pescuma,2011-11-07T16:31:13Z,25,17,1
152,1,1,0,Volunteers,pescuma,2011-11-07T13:24:18Z,32,17,1
150,2,4,0,Volunteers,mexitek,2011-11-07T10:33:55Z,60,19,2
148,1,6,3,Volunteers,Vrtak-CZ,2011-11-13T20:17:05Z,14,6,2
146,1,0,0,Volunteers,Vrtak-CZ,2011-11-06T14:35:42Z,11,8,1
145,1,0,0,Volunteers,Vrtak-CZ,2011-11-06T13:49:47Z,16,4,1
144,8,2,0,Volunteers,tombell,2011-11-07T22:39:19Z,153,116,41
143,1,0,0,Volunteers,lautis,2011-11-03T17:42:52Z,2,2,1
142,1,0,0,Volunteers,erikzaadi,2011-11-03T14:34:32Z,6,0,1
141,1,0,0,Employees,cadwallion,2011-11-02T21:16:50Z,7,7,1
140,1,0,0,Volunteers,BrokenEnso,2011-11-02T19:44:37Z,1,1,1
138,1,2,0,Volunteers,sishen,2011-11-02T10:34:51Z,4,0,1
136,4,0,0,Volunteers,unixcharles,2011-11-01T21:21:10Z,68,74,4
134,1,0,0,Volunteers,mbmccormick,2011-11-01T18:59:52Z,0,1,1
129,2,0,0,Volunteers,Mange,2011-10-31T16:13:55Z,27,18,2
128,1,0,0,Volunteers,seancribbs,2011-10-31T16:13:17Z,4,3,1
127,2,0,0,Volunteers,arttu,2011-10-31T16:50:54Z,46,3,4
126,5,2,0,Volunteers,tombell,2011-11-04T22:17:25Z,97,79,6
124,2,4,2,Volunteers,russelldavis,2011-11-14T00:52:09Z,62,21,4
117,1,0,0,Volunteers,jasford,2011-10-30T19:20:20Z,1,1,1
113,3,0,0,Volunteers,unixcharles,2011-10-30T19:20:41Z,33,24,3
111,1,0,0,Volunteers,OiNutter,2011-10-30T19:23:11Z,5,5,1
110,5,9,9,Volunteers,mexitek,2011-11-01T02:02:47Z,144,63,11
104,5,0,0,Volunteers,victorcoder,2011-10-29T21:32:21Z,123,11,6
103,1,0,2,Volunteers,djl,2011-10-29T22:28:58Z,1,0,1
99,1,0,0,Volunteers,markpasc,2011-10-28T21:59:50Z,1,1,1
98,4,3,2,Volunteers,MathildeLemee,2011-10-29T21:36:36Z,262,170,10
94,2,2,0,Volunteers,codec,2011-10-28T19:59:10Z,3,1,2
83,3,5,0,Volunteers,Excedrin,2011-10-28T06:50:22Z,27,9,3
80,3,0,0,Volunteers,andyfowler,2011-10-27T21:08:19Z,82,20,3
79,1,0,0,Volunteers,markstory,2011-10-29T22:33:07Z,27,0,2
75,7,7,0,Volunteers,tombell,2011-10-27T13:11:51Z,66,53,21
74,2,1,0,Volunteers,OiNutter,2011-10-27T19:52:07Z,76,8,2
70,1,0,0,Volunteers,vinteo,2011-10-27T08:02:41Z,1,1,1
64,2,1,0,Volunteers,jszwedko,2011-10-26T21:51:52Z,22,11,3
60,3,0,0,Volunteers,eventualbuddha,2011-10-26T20:40:40Z,76,16,9
57,1,0,0,Volunteers,markstory,2011-10-26T21:30:11Z,6,3,1
56,4,1,4,Volunteers,assaf,2011-10-26T22:00:00Z,13,10,4
55,1,0,0,Volunteers,codec,2011-10-26T21:30:47Z,1,1,1
54,3,2,0,Volunteers,markpasc,2011-10-26T19:39:35Z,11,3,3
50,10,2,2,Volunteers,tombell,2011-10-26T22:41:51Z,43,58,25
49,1,0,0,Volunteers,dmathieu,2011-10-26T11:46:01Z,19,1,1
46,5,6,2,Volunteers,codafoo,2011-10-26T12:14:21Z,40,30,5
45,2,1,0,Volunteers,dmathieu,2011-10-26T10:44:08Z,12,6,2
41,1,1,0,Volunteers,assaf,2011-10-26T12:14:22Z,7,6,1
40,1,3,0,Employees,jnewland,2011-10-26T21:33:24Z,1,1,1
39,1,0,2,Volunteers,assaf,2011-10-26T06:53:35Z,2,1,1
37,1,0,0,Volunteers,assaf,2011-10-26T05:39:41Z,16,6,1
36,1,0,0,Volunteers,andyfowler,2011-10-26T05:14:14Z,89,1,3
35,3,1,0,Employees,jnewland,2011-10-26T05:05:10Z,6,1,3
34,3,6,0,Volunteers,assaf,2011-10-26T05:06:25Z,110,4,6
32,1,0,0,Volunteers,aitor,2011-10-26T05:26:07Z,4,3,1
30,4,3,0,Employees,technoweenie,2011-10-26T23:05:08Z,583,119,32
29,2,1,0,Volunteers,tombell,2011-10-25T22:54:34Z,106,0,3
26,1,0,0,Volunteers,dannytatom,2011-10-25T21:28:50Z,9,0,1
25,2,5,0,Volunteers,titanous,2011-10-26T05:27:05Z,7,1,3
21,5,5,0,Employees,skalnik,2011-10-25T23:20:44Z,19,35,11
19,2,4,0,Volunteers,titanous,2011-10-25T20:12:10Z,3,29,4
13,5,1,2,Volunteers,atmos,2011-10-08T02:50:20Z,139,16,7
12,4,3,0,Volunteers,tmm1,2011-10-28T07:11:29Z,363,41,12
6,4,2,0,Volunteers,benburkert,2011-10-28T07:15:07Z,160,4,4
5,3,0,0,Volunteers,kneath,2011-09-15T05:43:39Z,5,2,3
